name,rating,total_votes,user_reviews,critic_reviews,tags,storyLine,keyWords
Hot Fuzz,7.8,492K,892,294,Action;Comedy;Mystery,"Top London cop PC Nicholas Angel is good. Too good. To stop the rest of his team looking bad, he is reassigned to the quiet town of Sandford. He is paired with Danny Butterman, who endlessly questions him on the action lifestyle. Everything seems quiet for Angel until two actors are found decapitated. It is called an accident, but Angel won't accept that, especially when more and more people turn up dead. Angel and Danny clash with everyone while they try to uncover the truth behind the mystery of the apparent ""accidents"".",police officer;workaholic;village;police;murder;law enforcement satire;parody;greater good;slapstick comedy;conspiracy;small town;gunfight;neighborhood watch;chase;final showdown;final battle;investigation;culture clash;cover up;man child;reference to shakespeare's romeo and juliet;charity bazaar;father son relationship;pub;swan attack;buddy film;fish out of water;scale model of city;buddy cop;hooded sweatshirt;close up of eyes;giallo esque;kiss;original story;buddy movie;c word;actionsploitation;overacting;person in a car trunk;santa claus costume;indoor plant;hooded killer;scene of the crime;dark comedy;female police officer;corrupt police officer;male police officer;tough police officer;cigarette;buddy comedy;timeframe 2000s;timeframe 21st century;parody comedy;child in jeopardy;deceased mother;deceased wife;accident;actor;constable;arrest;inspector;spray paint;dead;partner;police force;death;car chase;blood splatter;horseback riding;priest;bomb;police detective;police procedural;sociology graduate;sociologist;swear jar;title at the end;british comedy;slow motion scene;reference to william shakespeare;slacker;sarcasm;movie cliques;interpreter;public house;actress;florist;garden shears;decapitation;catsup;atheist;castle;jogging;pram;innkeeper;gun;farmer;champagne;merchant;cranberry juice;apology;wrestling;new job;stage door;flashback;fountain;minister;sea mine;ice cream cone;twin;england;urination;hotel;underage drinking;widower;living statue;tombstone;tombola;graffiti;birthday party;watching a play;breakup;horticulture;camera;beer;swan;hotel desk clerk;supermarket;shoplifter;alcohol;fork;spire;automatic weapon;rat;scythe;miniature set;catacomb;vicar;car crash;drinking;flowers;recycling bin;convenience store;brainwashing;greenhouse;shopping cart;teacher;cemetery;nikon camera;helicopter;bus;grocer;raffle;cache;f word;stop sign;notebook;crushed head;stab wound;cell phone;chandelier;town council;school;stabbing;train;fence;evidence;sword fight;dead body in a freezer;infidelity;hunting trip;fake blood;teen drinking;butcher;cigarette smoking;hooded figure;horse;unfaithfulness;research;locker room;dvd;theater audience;toothpick;speeding ticket;adultery;reporter;psychopath;walkie talkie;drunkenness;serial killer;police car;solicitor;dog;spit take;lifting someone into the air;taxi;crossword puzzle;cult;videotape;doctor;audit;shoplifting;cowboy costume;friendship;skeleton;bacon;chess;secret cache;surveillance camera;knife;stuffed animal;car accident;tape recording;human skull;birthday cake;juvenile delinquency;affair;rooftop;ice cream;mine;flip book;serial murder;bartender;appointment;arsenal;animal attack;photograph;musical number;extramarital affair;fight;flashlight;drunk driving;montage;bar;sarcastic clapping;sunglasses;birthday;absurdism;bicycle;church;corpse;dead wife;rain;loss of father;lost animal;newspaper reporter;gas explosion;pedal car;backstage;clock;gunshot;macabre;rainstorm;murdered with an axe;graveyard;impalement;telephone call;blood on camera lens;movie reference;wisecrack humor;secret society;uncle nephew relationship;teenage boy;tape recorder;sidekick;sergeant;running;mugshot;mass murder;machine gun;male female relationship;husband wife relationship;handcuffs;gun held to one's head;flash forward;exploding head;detective;clock tower;breaking down a door;bloody nose;animated sequence;cult film;gunshot wound;rifle;police station;police inspector;gay subtext;explosion;detective sergeant;decapitated body;dead mother;dead body;foot chase;buddy;dumb police;stabbed through the chin;shotgun;no title at beginning;no opening credits;video surveillance;shooting gallery;prologue;police chase;multiple cameos;male bonding;london england;hostage;gore;black comedy;shot to death;shot in the leg;police corruption;exploding house;stabbed in the head;shootout;severed head;stabbed in the hand;spoof;shot in the arm;faked death;cake;bullet proof vest;stabbed in the throat;voice over narration
24,8.4,182K,678,110,Action;Crime;Drama,,terrorist;counter terrorist;bomb;24 hours;terrorist plot;terrorist group;father daughter relationship;mother daughter relationship;split screen;real time;shared universe;famous opening theme;anti hero;warrior;secret agent;politician;husband wife relationship;computer cracker;neo noir;2000s;2010s;copaganda;male protagonist;number as title;number as series title;cia central intelligence agency;police procedural crime;cop drama;timeframe 2000s;timeframe 2010s;running teenage girl;running time in the title;true crime;president;traitor;assassination plot;virus;chase;suit and tie;pc;computer;telephone;african american;time;violence;latex gloves;caucasian;police torture;secret service agent;blood splatter;number in series title;data analyst;split screen telephone call;recap segment;scene during opening credits;femme fatale;brutality;standoff;fight;fighting;hk 5 machine gun;gun violence;kiss;blonde;suspense;mexican standoff;m 16;ak 47;machine gun;semiautomatic pistol;sniper rifle;pistol;quick draw;desert eagle;beretta;glock;rocket launcher;beating;knife;disarming someone;blood;tough guy;tragic hero;action hero;hero;time for title;one man army;ford expedition;silencer;terror attack;federal agent;espionage;double agent;undercover;terrorism;interracial romance;government agent;explosion;interrogation;computer programmer;cliffhanger;mole;subterfuge;cult hero;terrorism prevention;dark hero;treason;torture;surveillance;secret service;political candidate;murder;loss of mother;kidnapping;hostage;counter intelligence;counter espionage;bodyguard;blackmail;assassination attempt;government conspiracy;deception;conspiracy;race against time;cult tv;multiple views;politics;revenge;amnesia;senator;los angeles california;paranoia;assassin;title spoken by character;rape
Bromwell High,7,408,10,1,Animation;Comedy,The adventures of three students and their inept teachers at a London high school.,teletoon;school;high school;canadian;racial stereotype;headmaster;three friends;schoolgirl;british asian;black british;interracial friendship;female friendship;female protagonist;teenage protagonist;london england;british;place name in title;two word title;teenage girl;teenage boy;good versus evil;school life;nihilism
The Office Values: Microsoft UK Training with David Brent,7.7,59,2,,Short;Comedy,,
Green Wing,8.4,12K,48,2,Comedy;Drama,"An offbeat comedy from the team behind 'Smack the Pony', set in a hospital, and is very much character-based, with storylines involving a staff liasion officer who hates people, a humourless consultant who thinks he's funny, and a handful of sexual predators and inadequates.",hospital;love in workplace;teaching hospital;radiologist;surgeon;british comedy;2000s;nylon feet;nylon leg;banter;stockinged leg;nude stockings;black stockings;slow motion scene;timeframe 2000s;love quadrangle;love triangle;operation;male female relationship;sketch comedy;british;stabbed in the head;x ray;sex;scalpel;motorcycle;flat share;eccentric;crying;counselor;cafeteria;anesthesia;two word title;swiss;color in title;surrealism;mobile phone;fast motion scene;candy bar
Garth Marenghi's Darkplace,8.5,18K,70,14,Comedy;Fantasy;Horror,"In the 1980s horror writer Garth Marenghi wrote, produced, directed and starred in Darkplace, a groundbreaking series set in a hospital and exploring the depths of the author's imagination. At least that's what Marenghi and his publicist/co-star, Dean Learner, claim in modern-day interviews which both bookend and interrupt the episodes. In fact the show is cheap, chiché'd, full of gaping plot holes and startlingly misogynist. Garth Marenghi is a creation of comedian Matthew Holness, who won a Perrier award with the character at the 2001 Edinburgh festival.",tv mini series;cringe comedy;timeframe 1980s;parody comedy;hospital;interview;1980s;tv producer;television;spoof;show within a show;novelist;horror spoof;doctor;dark humor;cult tv;british tv;british comedy;black comedy;behind the scenes;title spoken by character;character name in title
Comedy Lab,5.7,137,,,Comedy,,slapstick comedy;british comedy;sketch comedy;stand up comedy
53rd NAACP Image Awards,,,,,,,tv special
52nd NAACP Image Awards,3.3,13,,,,,tv special
51st NAACP Image Awards,3.3,9,,,Family,,tv special
50th NAACP Image Awards,3,15,,,Family,,tv special;awards ceremony;african american;black culture;50th anniversary
Marvel TL;DR,6.5,21,,,Animation;Fantasy;Sci-Fi,,tv mini series;superhero;marvel comics
House Party: Tonight's the Night,4.1,848,12,3,Comedy,,girl
Black Panther,7.2,1.6K,10,1,Animation;Action;Adventure,"Black Panther is the ruler and protector of the African nation of Wakanda. Using technology, wits, and extraordinary fighting ability he must protect his nation from an invasion led by Ulysses Klaw, the man who killed his father.",superhero;motion comic;marvel comics;based on comic book;black panther character;black superhero;wakanda;africa;king;based on comic;action hero;african tribe;character name as title;ulysses klaue a.k.a. klaw character;storm character;fictional african country;juggernaut character;shuri character;african superhero;masked superhero;superhero team;superhero suit;superhero villian;tv mini series
Robin Harris: Live from the Comedy Act Theater,8.2,39,,,Comedy,,
Last Days of Russell,,,,,Family,,
House Party 3,4.6,5.3K,18,7,Comedy;Music;Romance,,beach party;teensploitation;party;house party;bachelor party;marriage;marriage engagement;marital anxiety;male female relationship;in laws;hip hop;friend;friendship;ex boyfriend ex girlfriend relationship;episodic structure;boyfriend girlfriend relationship;black american;black american stereotype;african american stereotype;third part;african american;sequel;independent film
Bebe's Kids,5.8,5.1K,28,9,Animation;Comedy;Fantasy,"Robin Harris recounting his disastrous first date with the beautiful girl named Jamika. Tagging along for the date are Jamika's mild-mannered son Leon and Jamika's friend Bebe's three rude, crude, and obnoxious kids to a theme park called Fun World. Chaos ensues when Bebe's kids enter the theme park with adventures including being chased by a group of government agents, destroying the Titanic, and being on trial. Also causing trouble when a first date turns sour due to interference by Harris' alimony-demanding ex-wife Dorthea and her best friend Vivian.",based on standup comedy;based on album;tubi tv;slimehouse;adult animation;titanic;children;little girl;babysitting;las vegas nevada;funeral;disembodied hand;slingshot;african american;roller coaster;helicopter;delinquent;statue of liberty;amusement park;ghetto;hip hop;pirate ship;riot;independent film
House Party 2,5.2,6.5K,17,13,Comedy;Drama;Music,,beach party;teensploitation;party;money;college;misogyny;new friend;best friend;dorm room;cemetery;breakup;orphan;death of parent;church;theft;fraud;friendship;sex with stranger;teenager;teenage girl;teenage boy;suburb;dream;male female relationship;boyfriend girlfriend relationship;black american;sex;sexual abuse;scholarship;rough sex;roommate;record store;college life;baseball bat;charlatan;con artist;african american;hip hop;white male pretending to be black;sequel;independent film
House Party,7.6,19,1,,Short;Comedy,,
The Facts of Life,6.8,7.3K,45,20,Comedy;Family,,housemother;famous opening theme;sitcom comedy;timeframe 1980s;school;boarding school;1980s;four word title;female protagonist;store;dormitory;headmaster;new york;peekskill new york;girls' school;girls' boarding school;school uniform;friendship between girls;tomboy;college;high school;handyman;tolerance;rich girl;problem solving;friendship;bad girl;sitcom;uniform;schoolgirl
Not Going Out,7.7,6.8K,45,4,Comedy,,sitcom;friend;flat;flatmate;layabout;father;british comedy;london england;written by star;cleaning lady;accountant;slacker;joker;sexual humor;public house;unemployment
